#	Lvl		PosX	PosY	Resource	FX Name	Mana	Recovery	Base Dmg	Skill point dmg	Name	Spell Description	Normal	Expert	Master	Grand Master	Stats	Notes	Name	SFX Effect
1	1	FireMagic	217	15	3		1	60-60-60-40			Torch Light	Torch light increases the radius of light surrounding your party in the dark.  	Duration 1 hour per point of  skill	Brighter light	Brightest Light	Faster recovery	P	poner una llama	Torch Light	
85	8	LightMagic	113	89	5		40	500			Day of Protection	Simultaneously casts Protection from Fire, Air, Water, Earth, Mind, and Body, plus Feather Fall and Wizard Eye on all your characters at four times your skill in Light Magic.	n/a	n/a	All spells cast at four times skill	All spells cast at five times skill	PMEC	portraits o particulas?	Day of Protection	
86	9	LightMagic	298	108	7		45	250			Hour of Power	Simultaneously casts Haste, Heroism, Shield, Stone Skin, and Bless on all your characters at four times your skill in Light Magic.	n/a	n/a	All spells cast at four times skill	All spells cast at five times skill	PMC	portraits o particulas?	Hour of Power	
87	10	LightMagic	18	181	8		50	150-150-150-135	20	20	Sunray	Sun Ray is the second most devastating spell in the game, concentrating the light of the sun on one unfortunate creature.  Since Sun Ray must focus the light of the sun, it can only work outdoors and during the day.  Sun Ray does 20 points of damage plus 1-20 per point of skill in Light Magic.	n/a	n/a	Slow recovery rate	Moderate recovery rate	PC	proyectil	Sunray	
88	11	LightMagic	124	10	2		55	300			Divine Intervention	Three times per day you may call upon the heavens to heal your characters of all damage, restore your spell points, and remove all adverse conditions.  The gods exact a price, however, aging the caster 10 years for each Divine Intervention.  Recovery from this spell is shortend with skill in Light Magic.	n/a	n/a	n/a	This spell is as good as it will ever get!	P	portraits o particulas?	Divine Intervention	
89	1	DarkMagic	28	235	9		10	140			Reanimate	Reanimate allows you to raise a lifeless creature from the dead (sort of).  The zombie will fight against monsters hostile to the caster until it is killed (again) or until the party leaves the map.  The zombie will have 10 hit points per point of skill in dark magic, up to its normal maximum.	Creature gets 20 hit points per skill point (up to creature's maximum)	Creature gets 30 hit points per skill point	Creature gets 40 hit points per skill point	Creature gets 50 hit points per skill point	PM		Reanimate	
90	2	DarkMagic	201	15	3		15	120-110-100-90	25	10	Toxic Cloud	A poisonous cloud of noxious gases is formed in front of the caster and moves slowly away from your characters.  The cloud does 25 points of damage plus 1-10 per point of skill in Dark Magic and lasts until something runs into it.	Moderate recovery rate	Faster recovery rate	Faster recovery rate	Fastest recovery rate	PMEC	proyectil	Toxic Cloud	23? 13?
91	3	DarkMagic	201	123	7		20	120-100-90-120			Vampiric Weapon	Enchants a weapon with the Vampiric ability.  Damage inflicted on monsters struck by this weapon will be given to the weapon's wielder as extra hit points, up to his normal hit point maximum.	Duration 1 hour per point of skill	Faster recovery rate	Fastest recovery rate	Permanent	P		Vampiric Weapon	
92	4	DarkMagic	18	17	1		25	120			Shrinking Ray	Shrinks even the grandest of monsters to more manageable sizes. Duration of this spell is 5 minutes per point of skill in Dark Magic.  A shrunken monster deals one half, one third, or one quarter its normal damage while shrunk.	Reduces monster size to one half normal	Reduces monster size to one third normal	Reduces monster size to one fourth normal	Area Effect (Shrinks a group of monsters)	PC		Shrinking Ray	
93	5	DarkMagic	18	148	5		30	90-90-80-70	6	6	Shrapmetal	Fires a blast of hot, jagged metal in front of the caster, striking any creature that gets in the way.  Each piece inflicts 6 points of damage plus 1-6 per point of skill in Dark Magic.	n/a	Faster recovery rate and 5 fragments	Faster recovery rate and 7 fragments	Fastest recovery rate and 9 fragments	PMC	proyectil	Shrapmetal	
94	6	DarkMagic	110	16	2		35	120-120-100-80			Control Undead	Takes control of an Undead target's mind for 10 minutes per point of skill in Mind Magic.  Controlled Undead will fight monsters that are hostile to the caster for the duration of the spell, and will not fight with the caster even if attacked by the caster or his friends.	n/a	Duration 3 minutes per point of skill	Faster recovery rate, duration 5 minutes per point of skill	Fastest recovery rate, lasts until party leaves map	P		Control Undead	
95	7	DarkMagic	217	222	10		40	110			Pain Reflection	When a monster hits a character with Pain Reflection active, the monster takes damage equal to what it inflicted in the character.	n/a	Duration 1 hour + 5 minutes per point of skill	Affects entire party	Duration 1 hour + 15 minutes per point of skill	PM	portraits o particulas?	Pain Reflection	
96	8	DarkMagic	324	216	11		45	200-200-200-150			Sacrifice	This evil spell immediately slays a single hireling, reducing the reputation of the party significantly.  The caster's spell points are completely returned, and all conditions, hit points, and magical aging are immediately healed.	n/a	n/a	Slow recovery rate	Moderate recovery rate	P	portraits o particulas?	Sacrifice	
97	9	DarkMagic	275	120	8		50	120-120-120-100	0	25	Dragon Breath	Dragon Breath empowers the caster to exhale a cloud of toxic vapors that target a single monster and damage all creatures nearby.  This spell is the most powerful damage spell in the land, doing 1-25 points of damage per point of skill in Dark Magic.	n/a	n/a	Slow recovery rate	Moderate recovery rate	PMEC	proyectil	Dragon Breath	23?
98	10	DarkMagic	125	166	6		55	250	50	1	Armageddon	This spell is the town killer.  It can only be cast three times per day and only outdoors.  Armageddon inflicts 50 points of damage plus 1 point of damage for every point of Dark skill your character has to every creature on the map, including all your characters.   	n/a	n/a	Can only be cast three times per day	Can only be cast four times per day	PC	proyectil	Armageddon	
99	11	DarkMagic	307	15	4		60	300	25	8	Souldrinker	This horrible spell sucks the life from all creatures in sight, friend or enemy.  Souldrinker then transfers that life to your party in much the same fashion as Shared Life.  Damage (and healing) is 25 + 1-8 per point of skill.	n/a	n/a	n/a	This spell is as good as it will ever get!	P	proyectil	Souldrinker	
